region,timePeriod,hospitalized
52,7,0.0007708159905657611
52,8,0.00011562239858486416
52,9,1.734335978772962e-05
52,10,2.6015039681594434e-06
52,11,3.902255952239166e-07
52,12,5.8533839283587476e-08
52,13,0.0
52,14,0.0
52,15,0.0
52,16,0.0
52,17,0.0
52,18,0.0
52,19,0.0
52,20,0.0
52,21,0.0
52,22,0.0
52,23,0.0
52,24,0.0
52,25,0.0
52,26,0.0
53,0,117.89608960000002
53,1,17.68441344000001
53,2,2.652662016000003
53,3,0.39789930240000054
53,4,0.059684895360000115
53,5,0.00895273430399891
53,6,0.0013429101455998368
53,7,0.00020143652183997557
53,8,3.0215478275996344e-05
53,9,4.532321741399454e-06
53,10,6.798482612099183e-07
53,11,1.0197723918148777e-07
53,12,0.0
53,13,0.0
53,14,0.0
53,15,0.0
53,16,0.0
53,17,0.0
53,18,0.0
53,19,0.0
53,20,0.0
53,21,0.0
53,22,0.0
53,23,0.0
53,24,0.0
53,25,0.0
53,26,0.0
54,0,0.28561
54,1,0.0428415
54,2,0.006426225000000001
54,3,0.0009639337499999906
54,4,0.00014459006249999864
54,5,2.1688509374999797e-05
54,6,3.25327640624997e-06
54,7,4.879914609374956e-07
54,8,7.319871914062435e-08
54,9,0.0
54,10,0.0
54,11,0.0
54,12,0.0
54,13,0.0
54,14,0.0
54,15,0.0
54,16,0.0
54,17,0.0
54,18,0.0
54,19,0.0
54,20,0.0
54,21,0.0
54,22,0.0
54,23,0.0
54,24,0.0
54,25,0.0
54,26,0.0
55,0,3.5010889000000005
55,1,0.5251633350000002
55,2,0.07877450025000006
55,3,0.01181617503750001
55,4,0.001772426255624898
55,5,0.0002658639383437348
55,6,3.987959075156023e-05
55,7,5.981938612734035e-06
55,8,8.972907919101054e-07
55,9,1.3459361878651582e-07
55,10,0.0
55,11,0.0
55,12,0.0
55,13,0.0
55,14,0.0
55,15,0.0
55,16,0.0
55,17,0.0
55,18,0.0
55,19,0.0
55,20,0.0
55,21,0.0
55,22,0.0
55,23,0.0
55,24,0.0
55,25,0.0
55,26,0.0
56,0,67.38177639999999
56,1,10.107266460000004
56,2,1.5160899690000011
56,3,0.22741349535000024
56,4,0.03411202430250005
56,5,0.005116803645374126
56,6,0.0007675205468061192
56,7,0.00011512808202091793
56,8,1.7269212303137693e-05
56,9,2.590381845470655e-06
56,10,3.8855727682059837e-07
56,11,5.828359152308978e-08
56,12,0.0
56,13,0.0
56,14,0.0
56,15,0.0
56,16,0.0
56,17,0.0
56,18,0.0
56,19,0.0
56,20,0.0
56,21,0.0
56,22,0.0
56,23,0.0
56,24,0.0
56,25,0.0
56,26,0.0
57,0,40.11207840000001
57,1,6.016811760000001
57,2,0.9025217640000002
57,3,0.13537826460000005
57,4,0.020306739690000006
57,5,0.00304601095349955
57,6,0.00045690164302493257
57,7,6.853524645373988e-05
57,8,1.0280286968060981e-05
57,9,1.5420430452091472e-06
57,10,2.3130645678137204e-07
57,11,3.469596851720581e-08
57,12,0.0
57,13,0.0
57,14,0.0
57,15,0.0
57,16,0.0
57,17,0.0
57,18,0.0
57,19,0.0
57,20,0.0
57,21,0.0
57,22,0.0
57,23,0.0
57,24,0.0
57,25,0.0
57,26,0.0
58,0,3.9237696000000004
58,1,0.5885654400000001
58,2,0.08828481600000003
58,3,0.013242722400000006
58,4,0.00198640835999989
58,5,0.00029796125399998355
58,6,4.4694188099997535e-05
58,7,6.704128214999632e-06
58,8,1.0056192322499449e-06
58,9,1.5084288483749176e-07
58,10,0.0
58,11,0.0
58,12,0.0
58,13,0.0
58,14,0.0
58,15,0.0
58,16,0.0
58,17,0.0
58,18,0.0
58,19,0.0
58,20,0.0
58,21,0.0
58,22,0.0
58,23,0.0
58,24,0.0
58,25,0.0
58,26,0.0
59,0,35.0663076
59,1,5.259946139999999
59,2,0.7889919209999999
59,3,0.11834878814999998
59,4,0.017752318222499133
59,5,0.0026628477333742206
59,6,0.00039942716000613307
59,7,5.991407400091996e-05
59,8,8.987111100137994e-06
59,9,1.348066665020699e-06
59,10,2.0220999975310486e-07
59,11,3.0331499962965724e-08
59,12,0.0
59,13,0.0
59,14,0.0
59,15,0.0
59,16,0.0
59,17,0.0
59,18,0.0
59,19,0.0
59,20,0.0
59,21,0.0
59,22,0.0
59,23,0.0
59,24,0.0
59,25,0.0
59,26,0.0
60,0,6.834328900000001
60,1,1.0251493350000007
60,2,0.15377240025000022
60,3,0.02306586003750005
60,4,0.0034598790056248594
60,5,0.0005189818508437292
60,6,7.784727762655944e-05
60,7,1.1677091643983923e-05
60,8,1.7515637465975895e-06
60,9,2.627345619896386e-07
60,10,3.9410184298445825e-08
60,11,0.0
60,12,0.0
60,13,0.0
60,14,0.0
60,15,0.0
60,16,0.0
60,17,0.0
60,18,0.0
60,19,0.0
60,20,0.0
60,21,0.0
60,22,0.0
60,23,0.0
60,24,0.0
60,25,0.0
60,26,0.0
61,0,1.0000000000000003e-05
61,1,1.5000000000000002e-06
61,2,2.25e-07
61,3,3.375e-08
61,4,5.0625e-09
61,5,0.0
61,6,0.0
61,7,0.0
61,8,0.0
61,9,0.0
61,10,0.0
61,11,0.0
61,12,0.0
61,13,0.0
61,14,0.0
61,15,0.0
61,16,0.0
61,17,0.0
61,18,0.0
61,19,0.0
61,20,0.0
61,21,0.0
61,22,0.0
61,23,0.0
61,24,0.0
61,25,0.0
61,26,0.0
62,0,0.0014160999999999998
62,1,0.00021241500000000009
62,2,3.186224999999992e-05
62,3,4.77933749999999e-06
62,4,7.169006249999991e-07
62,5,1.0753509374999995e-07
62,6,0.0
62,7,0.0
62,8,0.0
62,9,0.0
62,10,0.0
62,11,0.0
62,12,0.0
62,13,0.0
62,14,0.0
62,15,0.0
62,16,0.0
62,17,0.0
62,18,0.0
62,19,0.0
62,20,0.0
62,21,0.0
62,22,0.0
62,23,0.0
62,24,0.0
62,25,0.0
62,26,0.0
63,0,0.1466521
63,1,0.0659934450000094
63,2,0.009899016750001407
63,3,0.0014848525125002105
63,4,0.00022272787687503153
63,5,3.340918153125472e-05
63,6,5.011377229688207e-06
63,7,7.51706584453231e-07
63,8,1.1275598766798462e-07
63,9,0.0
63,10,0.0
63,11,0.0
63,12,0.0
63,13,0.0
63,14,0.0
63,15,0.0
63,16,0.0
63,17,0.0
63,18,0.0
63,19,0.0
63,20,0.0
63,21,0.0
63,22,0.0
63,23,0.0
63,24,0.0
63,25,0.0
63,26,0.0
64,0,116.32874489999999
64,1,17.449311735000002
64,2,2.6173967602500006
64,3,0.3926095140375002
64,4,0.05889142710562505
64,5,0.008833714065842732
64,6,0.0013250571098764102
64,7,0.00019875856648146162
64,8,2.9813784972219252e-05
64,9,4.47206774583289e-06
64,10,6.708101618749336e-07
64,11,1.0062152428124008e-07
64,12,0.0
64,13,0.0
64,14,0.0
64,15,0.0
64,16,0.0
64,17,0.0
64,18,0.0
64,19,0.0
64,20,0.0
64,21,0.0
64,22,0.0
64,23,0.0
64,24,0.0
64,25,0.0
64,26,0.0
65,0,1.0000000000000003e-05
65,1,1.5000000000000002e-06
65,2,2.25e-07
65,3,3.375e-08
65,4,5.0625e-09
65,5,0.0
65,6,0.0
65,7,0.0
65,8,0.0
65,9,0.0
65,10,0.0
65,11,0.0
65,12,0.0
65,13,0.0
65,14,0.0
65,15,0.0
65,16,0.0
65,17,0.0
65,18,0.0
65,19,0.0
65,20,0.0
65,21,0.0
65,22,0.0
65,23,0.0
65,24,0.0
65,25,0.0
65,26,0.0
66,0,0.4721929000000001
66,1,0.21248680500002023
66,2,0.03187302075000303
66,3,0.0047809531125004535
66,4,0.0007171429668750678
66,5,0.00010757144503126014
66,6,1.6135716754689018e-05
66,7,2.420357513203352e-06
66,8,3.630536269805027e-07
66,9,5.4458044047075396e-08
66,10,0.0
66,11,0.0
66,12,0.0
66,13,0.0
66,14,0.0
66,15,0.0
66,16,0.0
66,17,0.0
66,18,0.0
66,19,0.0
66,20,0.0
66,21,0.0
66,22,0.0
66,23,0.0
66,24,0.0
66,25,0.0
66,26,0.0
67,0,0.06480250000000001
67,1,0.029161125000001675
67,2,0.004374168750000253
67,3,0.0006561253125000382
67,4,9.841879687500575e-05
67,5,1.4762819531250868e-05
67,6,2.214422929687631e-06
67,7,3.3216343945314475e-07
67,8,4.982451591797173e-08
67,9,0.0
67,10,0.0
67,11,0.0
67,12,0.0
67,13,0.0
67,14,0.0
67,15,0.0
67,16,0.0
67,17,0.0
67,18,0.0
67,19,0.0
67,20,0.0
67,21,0.0
67,22,0.0
67,23,0.0
67,24,0.0
67,25,0.0
67,26,0.0
